date_raw,sender_name,text
ek ago,Honey ***********,SIR ARNEL WALA PO AKONG ANAK PWEDE PO AKONG KUMUHA NG SCHOLARSHIP PARA SA PAMANGKIN KO.IM WATCHING FOR HK
ek ago,Marie ***********,Watching from Israel
ek ago,Celai ***********,Mga sir anong tulong po ang pde ko pong mahingi sa owwa once mag stop ako ng work ofw 11 years single parent kasi hirap pag lumalaki ang mga anak malayo sa tabi nila baka mapariwara lang
ek ago,Vicenta ***********,Watching from kuwait
ek ago,Rizza ***********,sir gandang hapon po tanong lng po kung anong apps po dun s owwa scholarship po para s college po salamat po
ek ago,Aishad ***********,Watching from Dubai
ek ago,Grande ***********,"Sir nag apply po Ako , livelihood assistance ,Isa po akong reparts galing kuwait ,augost 2022 ,, ilang months po ba mkuha po ??"
ek ago,Trixie ***********,Watching po from malysia
ek ago,Emma ***********,Sir aply po Sana aq sa skolarship ng anak k tga laguna po aq
ek ago,Chesca ***********,Watching from Bahrain
ek ago,Roseny ***********,Watching from Bahrain
ek ago,Chingching ***********,Watching from Singapore
ek ago,Mary ***********,"Ofw po ako from Kuwait 6yrs po ako Doon, now nag for good na ako sa Pinas pa ano makakuha Ng cash assistance?"
ek ago,Sheila ***********,Nag renew po aq sa owwa 2021 uuwi po aq this Nov. 2022 kailangan po ba mag renew uli
ek ago,Mitz ***********,Poyde po mahingi ang complete address ng OWWA sa pasay po
ek ago,Rhea ***********,Nag chat na po ako sa inyong OWWA KABAYAN HELPLINE po .
ek ago,Tin ***********,Maam Sir yong rebate po 9yrs npo ako dto sa ofw dto saudi.paano po mkaavail
ek ago,Vhe ***********,"Ask ko lang po mga admin, kung may makukuha ba aqng asst para sa 2 kung college 12 yrs na po aqng ofw thank you po"
ek ago,Siblings ***********,Gusto ko lng pong malaman if pwede po makaavail Ng scholarship Yung bunsokopo
ek ago,Ummih ***********,Paano mg apay ng schoolar anak ko collega na po sya ofw ako from the kingdom pf babrain 23 years na ofw
ek ago,Joss ***********,Paano Po Namin malalaman n legit yong website Dami Po ksi gumagamit Ng link mga Ng pp subscribe lang Po Ng you tube
ek ago,Prince ***********,Salam po bkit HND nkkareniw Ng owwa ung walng ikama
ek ago,وردهك ***********,Mam sir ask ko lng pano po ako mkakaavail nh scholar para s anak ko po?? Solo parent po ako.. Sana po matulungan nyo ako.. Salamat po.. Christine Erardo po ito ofw from qatar
ek ago,Cire ***********,Sir gsto kona po makauwi wala po kami sinashod dto sa company namin
ek ago,Gloria ***********,"Watching from hongkong,Pano po mag avail Ng scholarship,pasok po ba ang"
ek ago,Andaya ***********,Watching form Taiwan
ek ago,Usman ***********,Sana mabigian kami ng exit visa ng saudi at makaowi sa pilipinas dahil dalawang taon ako walang trabaho gustong omuwi dahil rin sa nag closed ang company ni ko sana matulong ng OWWA dito sa jeddah
ek ago,Anemarie ***********,"R1V_A po pwedi po bang mk avail ng retirement ko bali 16 yrs ako sa middle east need ko po yong froof saan po ba ako mk avail thank u sa sagot sir and madam, have anice evening everyone"
ek ago,Jossie ***********,"Sir,ask ko lng po kung paano malaman kung member po ng OWWA"
ek ago,Rona ***********,Good day po Sir Arnel At Sa lahat sa inyo....watching from Hongkong
ek ago,Lou ***********,Pero sir hndi poh yan nagagampanan ng agency...minsan hndi man lng mkumusta ng mga dh lalo n if nsa amo n... experience ko poh yan from UAE.
ek ago,Helstin ***********,Nawalan Po Ako dati Ng work sa Saudi Po nong pandemic po
ek ago,Estrella ***********,Sir shout out po
ek ago,Occena ***********,May deadline na sa tuition fee for first semester school year 2022-2023 Wala pang confirmation kung pasok ba sa owwa scholarship Ang mga anak namin . Sana Maaga pod kayo mag confirm .
ek ago,Joan ***********,Hi po sir maam ..pa ano po malaman na member na ako sa owwa po
ek ago,Nicolas ***********,Hello po mga sir papano po makita kung naka update ka sa owwa po ofw from Jordan po
ek ago,Umayam ***********,watching from hongkong
ek ago,Loida ***********,Watching from jeddah
ek ago,Lialyn ***********,watching from kuwait
ek ago,Maret ***********,Watching from kuwait.
ek ago,Xiah ***********,Watching Dubai
ek ago,Rowena ***********,Watching from Hong Kong
ek ago,Maribeth ***********,Good morning sir Arnel watching from Qatar
ek ago,Gracia's ***********,WATCHING FROM RIYADH SAUDI ARABIA PA PIN PO NG HOTLINE NINYO
ek ago,Robelyn ***********,Helo po sir..pano to nkaalis pala kmi ng hindi kmi nerenew ng agaency as member of owwa..sbi nla cla bhala lahat kc ngbyad nmn employer nmin sa lahat ng papel bki gnun..nganga pala kmi?
ek ago,Beth ***********,Ginagawa nilang bola ang aming magulang boti sana kung dina post ang pangalan namin tapos ganun lang pala ang gagawin
4 days ago,Clarita ***********,Watching from Tuguegarao city
ek ago,Annisa ***********,Good day all I'm whatc from Saudi jeddah poh
ek ago,Mongay ***********,"Hello po mga sir/mam,,matanong kolang po,ex abroad napo dalawa Kong Kapatid Ang Isa nag aaral po ulet pwedi po ba syA mka koha ng scholarship???"
ek ago,Viah ***********,sana dagdagan nyo yung programa nyo s ncr. yung edsp program 6 student lng pinili sa dami ng ofw sa ncr. anak ko graduatimng na next year di pa sinama
ek ago,Madamë ***********,"Ofw po ako at medical asistant po sana ang kailangan ko mula sa inyo,,, maraming salamat po"
ek ago,Lin ***********,Hi po Bali po dto po ako SA Kuwait 8 months napo ako dto SA bago Kung amo Pero wala hanggang ngayon wala padin po akung ICAMAsaka Sana makapag day off manlang kahit 1beses Lang SA isang buwan.
ek ago,Beth ***********,Watching from buraydah
ek ago,Estrella ***********,Sir sahod ko sa contrata 1600 sr pero binibigay 1500 pede ko po ba makuga kulng 2 years sahod kulang 100 sr
ek ago,Akliah ***********,"Hello poh sir and ma'am,paano ko ma follow up ANG asking dole akap assistant 1 year and 3 months na Hindi ko pa natanggap,..need ko po SA mga istudyante ko,patulong Naman poh..Sana mapansin niyo ako."
ek ago,Rose ***********,Hi po.ayaw po ma down load yung apps po.androin po kc ayaw sa iphone.thank u po
ek ago,Princess ***********,Hello po nasa dubai po ako pano po mag register sa OWWA Hindi pa po ako nagbabakasyon sa pinas
ek ago,Mari ***********,Patulong nman po gusto ko mag pa member sa OWWA kaso ayaw ako smahan ng amo kong saksakan. Ng bait
ek ago,Zul ***********,Malki po ang nwala smin nung panahon nung covid pero wla kming ntatanggap n dole akap.
ek ago,Liza ***********,Sir mag fir good na ako sa next year may makukuha ba ako.sa owwa anung requiremenr sir
ek ago,Joce ***********,Hello po...watching from Davao de Oro
ek ago,Jenny ***********,umalis po ako sa oman nang matapos kontrata..kc dindala kmi sa mga bahay ng anak at pinapatrabho duon ng wlang bayad
ek ago,Dianne ***********,Ofw in Hong Kong sir nag apply Po anak ko Ng education assistant s owwa Baguio Ang Sabi Po iMessage sila Ng august 15 pero Wala Po message
ek ago,Shie ***********,Hello po sa Inyo lahat dyan ..watching from Taiwan
ek ago,Merry ***********,"Hello po sir/ mam good evening, ano pong kailangan para po makakuha po ako ng tulong galing sa Owwa?"
ek ago,DelaCruz ***********,Watching from Hong Kong
ek ago,Jane ***********,Watching from oman
ek ago,Hanaoj ***********,"beneficiary poh ako NG scholarship,,Tanong lng poh kung kailan reles yun 2ndsem nung mayo pa nag submit ng requirements ank ko,,till now wla PA,, 1stsem n nman sa 2ndyr college nya,"
5 days ago,Mabel ***********,good evening from ormoc city
ek ago,Soledad ***********,Watching from bahrain
ek ago,Fe ***********,Sir bakit Po Kaya nakasave sa acc. Ko yong 10k na cash assistance.duko nman Po nakuha yon
ek ago,Thelma ***********,Punta po ako ng OWWA bukas pwede ko kaya makuha ang cash assistance for covid positive na ofw kc hindi po ako nakabalik ng Jongkonh dahil nag positive ako aa pcr test
ek ago,Werlen ***********,Sir kung mg for good po ako pwede parin ba maka continue ang pgkasabi scholarship? Thank you from werlen watching from hongkong
ek ago,Amourlyn ***********,Mam sir paano po makapasok sa scholarship ng anak ng ofw
ek ago,Thess ***********,Sir ask ko lng if uuwi na ako sa pinas for good na mayron po ba ako makukuha.thanks po
ek ago,Lenbronjohriel ***********,Pa ano po mag apply ng scholarship po sir
ek ago,Melinda ***********,"Mga sir, sana po mapansin ninyo ung aking message. Hindi lng po ang aking manugang ang inyong matutulungan kundi ang buong batch nila sa south korea"
ek ago,Cire ***********,Baka pwedi po matulungan nyo ko sir
ek ago,Nympha ***********,Ask kulng po ung tungkol s rebates kng panu im ofw for almost 30yrs
ek ago,Trixie ***********,Morning po owwa
ek ago,Josie ***********,Tagal ko na ofw sa saudi ndi man lang makapasok anak ko sa scholarship ng owwa
ek ago,Marites ***********,Good evening po sa.lahat watching from malaysia
ek ago,Lea ***********,Watching from israel
ek ago,Maricel ***********,Sir halimbawa po ba umuwi na ako ng pinas tpos d na bblik may makukuha po ba kami cash assistance para balik mangagawa
ek ago,Markdharil ***********,Hello po tanung ko lng po Yung nag apply aq nang financial assistance NUNG 2020 po peo hanggang ngaun wla Isa po aqng distress n n ofw s Qatar dati
ek ago,Helstin ***********,Tanong lng Po ano ano Po binipisyo makuha Namin para sa mga anak Kong Lima ofw Po Ako Dito sa kuwait
ek ago,Aniral ***********,Watching from riyadh
4 days ago,Jocelyn ***********,Bakit po ganun pagpipiian pa sa scholarships ng mga anak ng OFW kahit Po active Ang membership sa OWWA ganun din di po naka pasok anak ko
ek ago,Emily ***********,Good eve pa check po bakit ang tagal ng owwa region6 ng mag release ng ng akap dole namin yung iba 2yrs na wala pa meron ba tlaga budget ang government duon bakit pag ask kami walang budget daw
ek ago,Orange ***********,Sir panu po about sa case ko kinakaltas po sahod ko pg my mali at d niilista sa grocry kinaltas po 3x na nila gingawa
6 days ago,Hairo ***********,"good evening po. from macau. sana po mabigyan na lahat ng ayuda. sana po wag nang pahirapan, alam naman po siguro yong mga wala pa nakukuha"
ek ago,Gem ***********,kasi po nagpunta ako dto sa UAE ng Tourist visa lang at dto nalang po ako navisahan ng amo ko dati pero dpo ako nakapag renew ng OWWA
ek ago,Oiretoel ***********,minsan ang ibang agency sir eh basta pera ok n lng sa knila ndi kausapin ng ayos ang employer pra ndi magkaroon ng problima
ek ago,Helstin ***********,Sir paano Po ba ka avail mga anak ko sa owwa at d ko pa Po kuha dati Ang akap assistant Po sinasabi Po Ng dole na 20k Po
ek ago,Rosie ***********,Hi po sa lahat ng OWWA staff watching po from
ek ago,Emmelyn ***********,Aqo Din poh ask
ek ago,Mamilpil ***********,Dami dto sa Hk na hndi nakatanggap nang 2long nyo.. Kng gsto nyong 2molong wag nyo nmn pahirapan sa daming requirements na yan..
ek ago,Rosedhel ***********,Watching from abudhabi city
ek ago,Chons ***********,"Paano namin makuha Sir, z negross parang wla rin... Watching from. Qatar"
ek ago,Catherine ***********,sir arnel mkakuha pa po b ulit ng livelihood na mkukuha in case na d nataoos ang kontrata kahit nakakuha na nuon dahil hindi nkatapos ng kontrata nuon..salamat po
ek ago,Yeyap ***********,Sir nag join sana ako ng Zoom mobile meeting kanina pwro hindi nmn nag work
ek ago,KitKat ***********,Sir ano na po ung update ng dole akap cash assistance sa region 6
ek ago,Mherl ***********,"Sir ask ko lang po,kong yong kinuha ko na OEC noong August 5 ay pwede ko pa bang gamitin sa sept 1,dahil hindi po natuloy flight ko dahil nag positive ako."
ek ago,Cecil ***********,Nag ka problema po ako 1linggo na po ako na andito Lang sa kwrto ko at nag hhinty sa 27 na MA ayus mga papeles ko Para Maka uwi po this week
ek ago,Nanette ***********,Sir mam goodpm po pano po makipag ugnayan sa inyo sakaling humingi mang medical assistant po
ek ago,Anemarie ***********,Hi gd evening everyone ask ko lang ko g paano mk avail mg froof ng ofw retirement kc need
ek ago,Zul ***********,Sir pano po mag apply NG housing NHA po. Thru pag ibig.
ek ago,Riama ***********,Hillow po gd evening Xa inyong Lahat from Mindanao Valencia bukidnon
ek ago,Al-Maidanie ***********,Hello po gud evening sana matulungan nio ABDULBADIE SAKANDAL ZACARIA ******* PALAWAN PO
ek ago,Tesha ***********,"Pki sagot po Sana
pno po mlman if active ang owwa KO from Riyadh KSA po ako"
ek ago,Belle ***********,Watching from Taiwan
ek ago,Anemarie ***********,Watching fromg sto Rosa laguna
ek ago,IRisha ***********,Nag try Naman kami sa owwa apps po.. mag bayad sa 7/11 gamit yong reference na bigay po nong nag proceed ako ng payment.. kaso nong nag bayad na c ate ko sa 7/11 Hindi daw po valid yong reference
ek ago,Lenbronjohriel ***********,Sana po maka avail ako ng dole akap sir
ek ago,Dhem ***********,Watching from Saudi sir arnel good day po.. ask ko lang po pwd bang mag avail sa scholarship ang pamangkin kong pinapaaral ko po.. wala kase akong anak sir..
ek ago,Mahadomi ***********,Watching from khamis mushayt ksa
ek ago,Hne ***********,Sir pa help naman po ang dole akap cash assistance 2year na ako apply hanggang ngyun wla pa region 6 pa ako
ek ago,Monaliza ***********,Ano po ang programa nyo sa mga ofw na nasa pinas na hindi pa nakabalik sa abroad dahil sa pandemic
ek ago,Gregorio ***********,"Good day po , watching from cayman islands, tanong ko lang mga bossing,, tungkol sa aking owwa ,, wala pa po result ,,last April 27, 2022 ako nag apply d2 sa cayman islands. Thank you."
ek ago,Juliet ***********,Ito po ung number ko +******* sana po matulungan na ko makauwi. Pinayagan na po ako makauwi ng amo ko. Kaya lng ayaw po nla ko tulungan maprocess papel ko.
ek ago,Favila ***********,Sir pano po malaman Kung active sa owwa po tnx po
ek ago,Alcabo ***********,"Good evning poh,mag tanong lng po ako,pwede po ba magka renew ng owwa kahit tapos n poh ang contrata?salamat poh"
ek ago,Rosemarie ***********,Hi po Sana po pag mag papa perma mga amo namin ng exit visa maki pa alala Nyo po sa mga amo namin ang yr off service namin may amo po n d alam at d nila binibigay.
ek ago,Kzie ***********,Sana po mtulungan nyo po aq my court case po aq
ek ago,Gina ***********,10 years na akong ofw wala pa akong natitikman sa owwa bayad lang ng bayad
ek ago,Charito ***********,Watching from hongkong
ek ago,Catherine ***********,Sana all mabigyan nang blessing galing sa owwa
ek ago,Marivic ***********,Sana po mabigyan po kami ng Day off at hindi konin employer ang passporte namin
ek ago,Doremon ***********,Sir how about naman poh dole akap cash assitance bat di pa poh na rerelease 2021 pa poh aq nag aply poh
ek ago,Markdharil ***********,Shot out po from saudi
ek ago,Masayon ***********,"PAREPLY NAMAN PO,FOLLOW UP KO PO YUNG ASSISTANCE KO 2 MONTHS NA PO SYA."
ek ago,Juana ***********,"Salamat po sir same lng sagot, wlng pondo hahaahha"
ek ago,Gina ***********,Lumapit ako sa scholarship ng anak ko daming hinihingi palakasan naman dyan sa owwa
ek ago,Kerk ***********,Sana po matolongan po anak ko para sa schularship mam an sir
ek ago,ItsMeh ***********,Watching from jeddah PANO poh mg avail Ng pangkabuhayan ung mgfor good n sn s pinas
ek ago,Cherry ***********,Bakit po hindi naman nagsesend ng message sa email ang OWWA mobile apps nagregistered po ako
ek ago,Analiza ***********,"Hello sir good day Po,nag apply yong anak ko sa schoolarship naka pass na Po xa Ng requirements nong may,until now wla pa pong feedback"
ek ago,Aileen ***********,Hello baka nmn puede inyo baguhin ang batas ng edad pakuha namin ng pamilya dahil pitisyon pirma ang Sabi ng batas dito spain 18 pataas edad puede na namin makuha pamilya namin..litisyon pirma po yon
ek ago,Jinbee ***********,Dapat tulongan nyo nman lahat wlng pili pili
ek ago,Veronica ***********,PANO PO MAG AVAIL NG VOCATIONAL PARA PO SA BENEFICIARY PO
ek ago,Patrisha ***********,Ng message po ako pero hanggang ngaun wala pa responce
ek ago,Çhâyœ ***********,Hello po watching from catbalogan Samar
ek ago,Blaise ***********,"Tanong ko lng po,pwede po bang appy Yung anak ko sa scholar? Ofw po ako dito sa Israel,single father po ako,slamat po"
ek ago,Michael ***********,Dole akap region sana po mapabilis naman
ek ago,Cor's ***********,paano po mkapag apply cash assistant po gawa ng bahay?
ek ago,Maria ***********,Good pm tanong lang po wla po ba makukuhang tulong ang isang ofw 20 years po ng trabaho sa ibang bansa bilang dh 60 year old na po
ek ago,Saroh ***********,Good day po sa inyo
ek ago,Πάντα ***********,Sir ano Ang requirement Ng scholarship sa college Po nahirapan Po Ako mag dalawa Ang college ko dh lng Po Ako
ek ago,Grace ***********,Puede pa po ba mag avail Ng scholar sa OWWA Isang ofw po Ako
ek ago,Sara ***********,"Sir, paano po b maka avail ng scholarship ang ank po..magkaiba po kmi ng meddle name kya hnd sya tinanggap ng owwa don s amen?"
ek ago,Julie ***********,Pa ano po mag register sa ofw children circle
ek ago,Azil ***********,Mga sir maam paano ba mag aply ng scholarship para sa anak ko po isa akong ofw dito po sa abudhabi UAE pls. po thanks
ek ago,Ana ***********,Hilo sir paano ba malalaman kong qualified kmi dto sir
ek ago,Cathy ***********,Gd evng po sa inyo. Watching fr singapore
ek ago,Gem ***********,4 urs napo ako dto sa Duabi bago po ba ako uuwi dapat magrenew ng OWWA at pag ibig at sss kasi dna ako active at kung dpo ako magkapagrenew ano po ba ang problema
ek ago,Harvee ***********,sir ano po uang process pede gawin malking tulong po smen kung mablik ung 2buwan na sahod ko na pinaghirapn ko po salamat po
ek ago,Nheng ***********,Pa update nman po ng repatriation ko ave pablo po
ek ago,Anecito-Jr ***********,Sir dole akap kailan po matatangap its been 1 year plus na po yung sa akin endorse for payout na po
ek ago,Mhira ***********,Hi po ofw sa oman ...tanong lang po pano magpa register sa owwa
ek ago,Rodilyn ***********,Taga bcolod city po ako sir dito po ako ngayon saudi
ek ago,Annie ***********,Watching from kuwait follow up po sir sa scholarship sa anak ko
ek ago,Stephy ***********,watching from SAIPAN...Mga SIR bigay ko lang po CONTACT NO.NI ELIZABETH ENOJO OFW MAYSAKIT SA JEDDAH DI MAKALAKAD..*******
ek ago,Konyang ***********,Kakapagod na maghintay ng Owwa benifits wala tagal kona dito sa pinas hnd mn lang nka tanggap ng Owwa
ek ago,Applegrace ***********,Naterminate po ko sa hongkong after ko po gumaling ng covid19 sana po mkyha nyong scholar anak ko
ek ago,Francia ***********,𝙂𝙤𝙤𝙙 𝙚𝙫𝙚 𝙛𝙧𝙤𝙢 𝙍𝙞𝙮𝙖𝙙𝙝
ek ago,Cecil ***********,Apat na taon po ako dito at gusto na Maka uwi NG agaran na ngako po amo na itong 27 na makaka uwi na ako.
ek ago,Thelma ***********,"Hello sir! Ask ko lang po kung pwede ba makuha dito ang 10k para sa mga nag positive na ofw, pabalik po sana kc ako sa Hongkong noong 18 kaso nag positive po ako sa pcr test. Watching from"
ek ago,Stephen ***********,Sana masunod tlga kng ano nsa contract bigyan pansin po o sana
ek ago,Πάντα ***********,Hi Po good afternoon sa inyo lahat Po watching doha qatar po
ek ago,Akosi ***********,Hi po mga sir good pm po pwd po ba pamangkin sa owwa scholarship po? Watching po from Kuwait po Salamat sa sagot po.
ek ago,Zandy ***********,Hello Po sir ma'am. Dumodulog Po kami sa Kasi Ang Kapatid ko Po NASA. Abu Dhabi khalifa hospital. May problema Po sa kanya sana matulungan niyo kami .
ek ago,Celai ***********,Salamat Sir sa kasagutan ng aking katanongan
ek ago,Heart ***********,Paano po mag aplly ng scholarship ng anak konpo isa po akong ofw po salamat
ek ago,아니현금 ***********,Goodevening po from kuwait ask ko lang po kung may makukiha po bang cash assitance pag umuwi ka po na distressed ofw na napasa sa reoatriation?
ek ago,Ressie ***********,Pano ba maka avail ng scholar ofw po aq single mother .
ek ago,Buddz ***********,watching from hk
ek ago,Nabiru ***********,Paano po mag loan sa Owwa sir mga maam
ek ago,Nancy ***********,Sir tulad ko 9years na sa Amo pag mag exit na po ako may makuha ba ako ng indentity
ek ago,Haydee ***********,Watching from hk.
ek ago,Chavez ***********,Bakit po hawak Ng employer namin yun passport pwedi po ba kami Ang humawak Ng passport namin dto sa kuwait
ek ago,Kerk ***********,Mga sir at mam poydi po ako hingi tolong para sa schularship sa anak ko po
ek ago,Lorebella ***********,Hindi naman ho kayo na reply yan Owwa
ek ago,Maricel ***********,Gud pm po kng sakali po ba uuwi ng pinas for gud na..may makukuha po ako cash assistance ..balik manggagawa
ek ago,Wilma ***********,Watching from sg..
ek ago,Reynaldo ***********,SIR 1 WEEK NA PO YUNG MESGS KO NG MA PIN NINYO SINABI KO
ek ago,Ali ***********,"Hello po good evening,"
ek ago,Engrailed ***********,Sir kaibigan ko po nkabanned po DTO sa Saudi nagbakasyon at d na nkabalik.. Meron po ba ma avail na benepisyo sa pinas??
ek ago,Celesty ***********,"magandang gabi po OWWA, paano po ba maiuwi ang bangkay ng namatay sa Riyadh KSA, name po ng namatay Jeanette Tablon Dagsa, Birthday August 27, 1981, namatay August 11, 2022 sa"
ek ago,Greedy ***********,Yung covid assistance sa Hk.paki explain bkt 5mo the n wla p rin response si Owwa. complete requirements naman Sana.. ano na OWWA
ek ago,Faith ***********,"Sir,OFW po nang ilang taon Ang mama ko pro nakauwi ho siyà dahil po sa kalagayan nang paa niya Hindi po siyà makalakad nang maayus. May pwede po ba kaming makuha na cash assistance po?"
ek ago,Toto ***********,Maganadang hapon po..watching from kuwait...
ek ago,Marilou ***********,Kasi dito po sa amin po pag wala ka 800 hindi po ma proseso ang papers po sana po ma aksyunan po ninyo po
ek ago,John ***********,Hello po lagi pong walang pundo Region 6 doleakap po last year ganon din sabi ngayon wala padin po
ek ago,Ummih ***********,Cge na kanina pa ako mg antay eee di pa nabsa ang chat ko we bye ingat po
ek ago,Milagros ***********,"𝑾𝒂𝒕𝒄𝒉𝒊𝒏𝒈 𝒇𝒓𝒐𝒎 𝒌𝒖𝒘𝒂𝒊𝒕,,,,𝒈𝒐𝒅𝒃𝒍𝒆𝒔𝒔 𝒖 𝒑𝒐"
ek ago,Mineva ***********,Watching from k.s.a
ek ago,Leana ***********,Sir..pano po mag apply ng kabuhayan as OFW's
ek ago,Celesty ***********,"magandang gabi po OWWA, sana po mabasa ang aking tanong, please po"
ek ago,Helen ***********,Pwede ask about a rebates of an ofw ksi Ang damning Hindi nkatanggap pls salamat mgagandang Gabi Po sa Inyo lahat
ek ago,Laredo ***********,Ako ang nagdosa sa ibng bansa troma at hirap ng kalooban...
ek ago,Rita ***********,Asa bahay kalinga po si Joyce Cruz pamangkin ko po kailan po kaya makakauwi.
ek ago,Saroh ***********,Hello po everyone
ek ago,Romalyn ***********,Sir /madam.nasira po mga pananim namin sa cagayan..ano po.pwede namin maavail sa owwa po?
ek ago,Hope ***********,Good day po watching sta cruz pila Laguna
ek ago,Joy ***********,Mga agwncy wla pag natapos na nila padala wla na cla paki alam kahit mag reklamo pa kame wla cla ginagawa
ek ago,Cherry ***********,Nagregistered ako sa owwa mobile apps sabi wait sa email ang message until now waley
ek ago,Mk ***********,At ano po ang requirements po sa ofw circles
ek ago,Les ***********,"Hello po sir Good evening,,tanong kolang po kung ano ang mga papers na kailangan para makakuha ng tulong galing sa owwa"
5 days ago,Charita ***********,"Sir matagal napo akong hindi nakkabayad NG owwa hindi napoba ako noon members,"
ek ago,Thermahal ***********,Inshaallah makuha din ang mga anakko Isa ako OFW DITO sa saudi Arabia po para mka uweh na ako 10yrs ako dto
ek ago,Jose ***********,Sana naman tulongan niyo yong dina active na ofw dahil senior na 14 years akong member ng OWWA retired noong 2014 pa wala man lng tulong mula sainyo?
ek ago,Sache ***********,Ang AKAP ko rin MG 2 years n wala n po balita
ek ago,Sha ***********,Inshalla po makuha din mga anak ko ng schoolarship.
ek ago,Toto ***********,Ung sa EDSP poh tanong ko lng pano ung proseso nun poh sir..
ek ago,Nelsa ***********,Sana maka rating den sa amen bukidnon po.whatching from Kuwait..
ek ago,Jhen ***********,Yong husband ko nag apply ng Akap 2019 pa until now wala pang feedback
ek ago,Aileene ***********,PaNo po mag apply for scholarship and if available pa po ang pag enquire
ek ago,Honeycherelyn ***********,Gd pm sir at maam paano kng yung bta my unipast na sya makakuha pa ba sya sa DSWD sir. slmat
ek ago,Maeliza ***********,Hi po watching from Kuwait po..Meron po ba online registration para sa ofw children circle?
ek ago,Mjrollinfoods ***********,"Hello po, yong scholarship po ba pwede gamitin sa Ibang bansa?"
ek ago,Maricres ***********,ask ko po kung pwedi kong ipasok ang pamangkin ko sa scolar ako po kc ang nag pparal sa pamangkin ko
ek ago,Neth ***********,"Sir, bkt deactivate po yong owwa ko last year lang ako umalis tapos dh ako riyadh"
ek ago,Ana ***********,Hilo sir paano ba malamam pg isa kang members sa owwa sir
ek ago,Sisim ***********,"Sir gud afternoon, ask ko lng applicable din ba sa mga single na ofw ang scholarship program ng OWWA? Sana mapansin ung question ko salamat"
ek ago,Reynaldo ***********,SIR OWWA NKA BLOCK PA DIN PO ANG MESGS KO PWEDE PO BA BALIKAN NINYO MESGS KO SA PAGE NINYO NKA BLOCK TALAGA
ek ago,Alcabo ***********,Pwede pa ba mag renew ng owwa khit expire n ang contrata
ek ago,Hanaoj ***********,Watching Kuwait poh ingat kayu mga sir
ek ago,Maimai ***********,Sir pano po gagawin ko wala po ako vaccine di po natoloy uwi ko kasi di ako Pina boarding pass.
ek ago,Trixie ***********,Ako po ay 3years po ako s malysia then after 1year nglipat po ako amo kc hndi po bnbgay ng sahud at ngkproblma n po since pandemic po Wla po ako ntnggap n sahud since 1year
ek ago,Jesus ***********,Watching now in Xl RUQI BORDER SAUDI ARABIA
ek ago,Delia ***********,Watching po dto sa heddah mga sir mam
ek ago,Catherine ***********,Ibigay poh v sir maam ung ilang taon kana sa amo ung long service sir maam
ek ago,Mahadomi ***********,Dagdag hassle naman po na papuntahin pa ang family member sa owwa ara ma activate lang ang membership na binayaran na ng agency/employer good for 2 yrs
ek ago,Yma ***********,"Ask ko lng po pede ba màg apply ng scholarship grant ang mismong OFW ba umuwi during pandemic.. need reply, retired employee po ako ng POEA bka pede naman ng reply"
ek ago,Yma ***********,Sa dami po ng nagmemessage sa inyo wala po yata kau nareplayan
ek ago,Grande ***********,"Sir Tanong lang po,, ilang buwan po release nang livelihood assistance , nag apply kasi Ako sa owwa"
ek ago,Cablelan ***********,"Slamat po npansin nyo akogusto kopo ng hagarang medical,,,"
ek ago,Mito ***********,Tapos pag nagsumbong ung OFW naminamaltrato ng amo ay nagagalit pa ang agency
ek ago,Vhie ***********,Hello watching from Riyadh mabuhay pilipinas mabuhay owwa
5 days ago,Mabel ***********,sana mka avail ng cash assistance ung mga anak ko na ng aaral.. from ormoc city po
ek ago,Rhea ***********,Good afternoon po .. Pwede po ba kami maghingi nang tulong for REPATRIATION po? Yung KONTRATA PO AT VISA NAMIN IS CLEANER PERO PAGDATING PO NAMIN DITO DOMESTIC HELPER PO TRABAHO NAMIN .
ek ago,Herbert ***********,We need owwa assistance here in saudi arabia san pwde mag complaint?
ek ago,Anamrie ***********,Watching po ! Saudi Riyad gdevening po.sana matulongan ang mga ofw.sr tumakas po ako sa amo ayaw mgbigay nang sahod po.alam Ng agency.pero walang action po?
ek ago,Cherry ***********,OWWA mobile apps di nagmessage sa email na nagregistered
ek ago,Melody ***********,Hi po pano.po nmin hhabulin ang indemnity sa mga employers ayaw magbigay
ek ago,Melinda ***********,Sana mabasa nio po ung aking message. Big thanks po
ek ago,Jojo ***********,Ask kolng po bkit ang hirap kumuha nang scholarship nang mga anak ko s pampanga anim lng ang kinukuha nila plksan po b?
ek ago,Arbaya ***********,Good evening po ano po update nong sa kaibigan ko na gsto umowi na ayw payagan ng amo 3yrs.5months na sya
ek ago,Akliah ***********,Sihle MNdawe hello maam
ek ago,Pat ***********,Tanong lang po. Nag re renew po ba ng ph driving licence sa jeddah consolate?
ek ago,Yar ***********,Panu po MG apply ng owwa scholar pra po s anak ko
ek ago,Gracia's ***********,HELLO PO PAKI PIN PO NG HOTLINE #NG OWWA FOR DIRECT REKLAMO NAMIN
ek ago,Hajara ***********,Sir please 13 year's narin ako dito sa amo ko from 2009 nex years 2023 mag exit na sko at diko na rin babalik my fenifets bang makukuha at san or papaano makuha?
ek ago,Bhel ***********,Sir..mdam pano mg apply ng scolarship
ek ago,Ivana ***********,Ito po ang real name ko sa OWWA
